customer_id,avg_distance_to_shops,min_distance_to_shops,max_distance_to_shops,products_purchased,unique_products_purchased,amount_purchased,avg_purchase,avg_price,shops_used,distance_shop_1,distance_shop_2,distance_shop_3,distance_shop_4,distance_shop_5,products_purchased_shop_1,products_purchased_shop_2,products_purchased_shop_3,products_purchased_shop_4,products_purchased_shop_5,unique_products_purchased_shop_1,unique_products_purchased_shop_2,unique_products_purchased_shop_3,unique_products_purchased_shop_4,unique_products_purchased_shop_5,amount_purchased_shop_1,amount_purchased_shop_2,amount_purchased_shop_3,amount_purchased_shop_4,amount_purchased_shop_5,avg_purchase_shop_1,avg_purchase_shop_2,avg_purchase_shop_3,avg_purchase_shop_4,avg_purchase_shop_5,avg_price_shop_1,avg_price_shop_2,avg_price_shop_3,avg_price_shop_4,avg_price_shop_5
24406,1347.8192,911.63043,3092.5742,136.0,80.0,456.423,5.3696823,2.516753,2.0,3092.5742,911.63043,1379.917,3834.486,2246.9456,18,118,0,0,0,17,68,0,0,0,45.306,411.117,0.0,0.0,0.0,2.6650589,6.0458384,0.0,0.0,0.0,2.5758824,2.5019705,0.0,0.0,0.0
23165,1513.5271,1513.5271,1513.5271,538.0,239.0,1331.099,5.569452,2.9194393,1.0,1513.5271,4586.224,2962.1375,656.7103,2039.6451,538,0,0,0,0,239,0,0,0,0,1331.099,0.0,0.0,0.0,0.0,5.569452,0.0,0.0,0.0,0.0,2.9194393,0.0,0.0,0.0,0.0
30232,1594.1075,1184.348,1771.3105,4825.0,629.0,12552.686,18.904646,2.9894984,3.0,1589.983,1771.3105,810.37994,2961.1768,1184.348,4779,34,0,0,12,623,33,0,0,8,12438.333,90.705,0.0,0.0,23.647,19.965221,2.7486362,0.0,0.0,2.955875,3.017528,2.5429091,0.0,0.0,2.648875
34715,2993.3396,2146.365,3466.477,6906.0,814.0,17077.154,15.112526,3.0148337,2.0,3466.477,2146.365,2024.2693,3671.1145,2576.5527,5359,1547,0,0,0,725,405,0,0,0,13534.498,3542.656,0.0,0.0,0.0,18.668274,8.747299,0.0,0.0,0.0,3.291011,2.520442,0.0,0.0,0.0
9914,1960.2352,1794.4098,2121.6504,810.0,268.0,1689.629,4.554256,2.2557952,2.0,2121.6504,1794.4098,713.5301,2673.0137,1228.1782,412,398,0,0,0,188,183,0,0,0,832.232,857.39703,0.0,0.0,0.0,4.426766,4.6852293,0.0,0.0,0.0,2.1917129,2.3216283,0.0,0.0,0.0
46556,2148.5205,915.13995,2156.41,2202.0,470.0,4963.943,10.516829,3.3661885,2.0,2156.41,5158.905,3531.7498,915.13995,2621.3574,2199,0,0,3,0,469,0,0,3,0,4954.962,0.0,0.0,8.981,0.0,10.564951,0.0,0.0,2.9936666,0.0,3.3685715,0.0,0.0,2.9936666,0.0
13799,2200.8706,1430.3032,2763.7136,2491.0,494.0,5403.351,7.351498,2.5482314,4.0,2763.7136,1430.3032,1784.0992,4197.832,2414.3623,1353,1034,30,0,74,378,277,26,0,54,3156.26,2081.44,58.258,0.0,107.393,8.349895,7.514224,2.2406924,0.0,1.9887593,3.1324682,1.990509,2.0276923,0.0,1.5701112
54792,1402.0934,1088.7324,2769.9539,167.0,90.0,473.184,4.980884,3.3593264,3.0,2769.9539,1169.67,1088.7324,3452.2188,1904.0016,17,141,9,0,0,14,77,4,0,0,39.942,410.241,23.001,0.0,0.0,2.853,5.327805,5.75025,0.0,0.0,2.332,3.5653505,2.989,0.0,0.0
32010,1543.2643,890.1231,2053.9019,141.0,90.0,267.586,2.7304695,1.9399184,2.0,890.1231,3680.9968,2053.9019,735.9117,1140.3267,58,0,83,0,0,43,0,55,0,0,113.972,0.0,153.614,0.0,0.0,2.6505117,0.0,2.7929819,0.0,0.0,1.9699303,0.0,1.9164546,0.0,0.0
7437,2112.4111,2112.4111,2112.4111,12.0,11.0,54.648,4.968,4.8036366,1.0,2112.4111,4332.318,2785.4,721.28894,2043.5135,12,0,0,0,0,11,0,0,0,0,54.648,0.0,0.0,0.0,0.0,4.968,0.0,0.0,0.0,0.0,4.8036366,0.0,0.0,0.0,0.0
3911,1743.7742,1632.4218,1979.205,127.0,105.0,359.451,3.2977157,2.7249084,2.0,1632.4218,1979.205,459.28564,2344.0964,742.9219,88,39,0,0,0,74,35,0,0,0,235.28,124.171,0.0,0.0,0.0,3.1794596,3.5477428,0.0,0.0,0.0,2.5802028,3.030857,0.0,0.0,0.0
44313,2606.046,1704.5283,2673.4006,276.0,180.0,1390.773,7.4372888,5.677909,2.0,2673.4006,1704.5283,1179.0157,3112.6074,1779.4241,255,21,0,0,0,174,13,0,0,0,1329.337,61.436,0.0,0.0,0.0,7.639868,4.7258463,0.0,0.0,0.0,5.9300056,2.3036923,0.0,0.0,0.0
57457,1168.2185,315.84586,1898.8237,13.0,13.0,47.494,3.6533847,3.6533847,2.0,1898.8237,4608.179,2995.5295,315.84586,2130.8608,7,0,0,6,0,7,0,0,6,0,25.868,0.0,0.0,21.626,0.0,3.6954286,0.0,0.0,3.6043334,0.0,3.6954286,0.0,0.0,3.6043334,0.0
1016,300.91092,300.91092,300.91092,1225.0,238.0,2178.986,9.155403,2.133063,1.0,1524.4966,1914.0303,300.91092,2399.1355,670.7542,0,0,1225,0,0,0,0,238,0,0,0.0,0.0,2178.986,0.0,0.0,0.0,0.0,9.155403,0.0,0.0,0.0,0.0,2.133063,0.0,0.0
48049,1501.9132,1384.3613,4499.487,215.0,53.0,429.003,8.094397,3.114566,2.0,4499.487,1384.3613,2976.851,5670.0923,3874.7034,2,213,0,0,0,2,51,0,0,0,22.149,406.854,0.0,0.0,0.0,11.0745,7.9775295,0.0,0.0,0.0,11.0745,2.8024118,0.0,0.0,0.0
36429,1018.8837,407.25275,2938.305,197.0,100.0,653.066,5.991431,4.088734,3.0,776.62604,2938.305,1311.1537,1411.9792,407.25275,112,27,0,0,58,64,17,0,0,28,337.173,219.397,0.0,0.0,96.496,5.268328,12.905705,0.0,0.0,3.4462857,3.3535626,11.232764,0.0,0.0,1.4316785
58582,3492.6409,3492.6409,3492.6409,331.0,154.0,779.57,5.062143,2.523578,1.0,3492.6409,1397.3541,1830.9712,4034.2512,2612.404,331,0,0,0,0,154,0,0,0,0,779.57,0.0,0.0,0.0,0.0,5.062143,0.0,0.0,0.0,0.0,2.523578,0.0,0.0,0.0,0.0
42348,2203.3801,2122.0737,2449.2822,228.0,154.0,590.483,3.5786848,2.750285,2.0,2449.2822,2122.0737,1225.492,2700.8872,1570.0767,43,185,0,0,0,41,124,0,0,0,173.393,417.09,0.0,0.0,0.0,4.2290974,3.363629,0.0,0.0,0.0,4.0893416,2.3075323,0.0,0.0,0.0
54159,598.01416,598.01416,598.01416,378.0,100.0,914.523,9.14523,3.96092,1.0,598.01416,3065.4055,1444.0546,1349.0883,519.45715,378,0,0,0,0,100,0,0,0,0,914.523,0.0,0.0,0.0,0.0,9.14523,0.0,0.0,0.0,0.0,3.96092,0.0,0.0,0.0,0.0
5048,467.90656,85.03284,2483.8657,1104.0,270.0,3092.361,9.342481,3.513568,4.0,905.5982,2483.8657,868.79517,1897.3999,85.03284,100,30,17,0,957,69,24,16,0,222,434.137,76.624,31.458,0.0,2550.142,6.2918406,3.1926668,1.966125,0.0,11.487126,4.8332896,2.6332083,1.575875,0.0,3.3382118
12406,2090.2288,1784.0992,2763.7136,32.0,32.0,236.539,7.391844,7.391844,2.0,2763.7136,1430.3032,1784.0992,4197.832,2414.3623,10,0,22,0,0,10,0,22,0,0,192.755,0.0,43.784,0.0,0.0,19.2755,0.0,1.9901818,0.0,0.0,19.2755,0.0,1.9901818,0.0,0.0
14141,2832.5513,1195.066,3183.463,3249.0,573.0,8748.902,12.790792,3.2372413,3.0,3183.463,1195.066,2010.3691,4559.3306,2749.2764,3055,177,0,0,17,550,117,0,0,17,8335.868,394.648,0.0,0.0,18.386,15.156124,3.3730597,0.0,0.0,1.0815294,3.4861746,2.380265,0.0,0.0,1.0815294
42972,1970.2744,1551.1357,1994.4741,1110.0,442.0,4987.856,10.890515,5.8568254,2.0,1994.4741,3531.1375,2081.664,1305.8944,1551.1357,1085,0,0,0,25,433,0,0,0,25,4925.675,0.0,0.0,0.0,62.181,11.375693,0.0,0.0,0.0,2.48724,6.051374,0.0,0.0,0.0,2.48724
33766,1309.3339,514.9124,2270.6252,695.0,291.0,1821.827,4.950617,2.8112228,4.0,1579.702,2051.9526,514.9124,2270.6252,686.9673,451,11,211,22,0,229,11,110,18,0,1332.626,18.393,428.158,42.65,0.0,5.8193274,1.6720909,3.8923454,2.3694444,0.0,3.3045807,1.6720909,2.0270455,2.0229445,0.0
32920,1199.0015,422.2375,2733.7559,704.0,349.0,3215.609,8.330593,6.547886,4.0,1117.1119,2733.7559,1124.1393,1578.0354,422.2375,633,37,4,0,30,321,32,4,0,29,2946.953,205.814,7.039,0.0,55.803,9.180539,6.4316874,1.75975,0.0,1.9242414,7.06691,6.22625,1.75975,0.0,1.8181725
54981,668.6441,668.6441,668.6441,359.0,160.0,868.911,5.4306936,2.3488061,1.0,3694.436,668.6441,1985.2488,4563.3477,2899.9148,0,359,0,0,0,0,160,0,0,0,0.0,868.911,0.0,0.0,0.0,0.0,5.4306936,0.0,0.0,0.0,0.0,2.3488061,0.0,0.0,0.0
33903,2661.1785,2090.702,4676.1636,1364.0,423.0,3279.504,6.638672,2.5790749,2.0,2090.702,4676.1636,3079.7852,493.73224,2246.1646,1213,151,0,0,0,385,109,0,0,0,2875.161,404.343,0.0,0.0,0.0,7.467951,3.7095687,0.0,0.0,0.0,2.5719922,2.6040916,0.0,0.0,0.0
36773,1281.5061,818.3061,2555.3062,164.0,122.0,373.677,2.7679777,2.3324964,2.0,818.3061,2555.3062,946.83795,1850.4371,109.39016,123,41,0,0,0,99,36,0,0,0,294.241,79.436,0.0,0.0,0.0,2.9721313,2.2065556,0.0,0.0,0.0,2.4542322,1.9977223,0.0,0.0,0.0
50689,2133.0618,1195.066,3183.463,925.0,302.0,1967.943,4.6087656,2.364951,3.0,3183.463,1195.066,2010.3691,4559.3306,2749.2764,420,482,23,0,0,192,212,23,0,0,947.861,978.346,41.736,0.0,0.0,4.936776,4.6148396,1.8146087,0.0,0.0,2.6120207,2.2008963,1.8146087,0.0,0.0
56013,2847.9963,2847.9963,2847.9963,20.0,19.0,37.488,1.9730526,1.8747368,1.0,2520.5833,2847.9963,1767.8696,2319.2168,1752.3486,0,20,0,0,0,0,19,0,0,0,0.0,37.488,0.0,0.0,0.0,0.0,1.9730526,0.0,0.0,0.0,0.0,1.8747368,0.0,0.0,0.0
30865,1884.092,1603.0433,2122.4492,859.0,355.0,1955.524,4.4242625,2.590767,4.0,1939.0112,2122.4492,1603.0433,3484.1545,1851.2177,589,71,180,0,19,269,58,100,0,15,1436.134,169.605,316.644,0.0,33.141,5.338788,2.9242241,3.16644,0.0,2.2094,2.9846282,2.3426034,1.78622,0.0,1.8507333
51631,3076.7627,2275.3389,3604.282,472.0,212.0,1816.332,6.9325647,4.76284,2.0,3604.282,2275.3389,2180.0864,3762.8396,2716.7327,316,156,0,0,0,158,104,0,0,0,1505.491,310.841,0.0,0.0,0.0,9.528424,2.9888558,0.0,0.0,0.0,6.5998416,1.9720097,0.0,0.0,0.0
53612,2280.7332,1774.6055,5011.912,6156.0,618.0,12770.201,18.835104,2.9152036,2.0,5011.912,1774.6055,3400.7598,6074.459,4321.1846,143,6013,0,0,0,106,572,0,0,0,608.099,12162.102,0.0,0.0,0.0,5.736783,21.262417,0.0,0.0,0.0,4.788887,2.5679824,0.0,0.0,0.0
26780,1860.0781,267.30057,4096.3125,2282.0,496.0,4314.496,7.3003316,2.5352876,3.0,1331.8962,4096.3125,2471.885,267.30057,1580.0773,2072,202,0,8,0,467,116,0,8,0,3925.888,371.161,0.0,17.447,0.0,8.406612,3.1996639,0.0,2.180875,0.0,2.667638,2.026905,0.0,2.180875,0.0
26260,1528.5272,211.24709,2337.7043,50.0,44.0,218.331,4.6453404,4.458894,3.0,1039.2821,2337.7043,720.74023,2027.4023,211.24709,8,26,0,0,16,8,26,0,0,13,125.68,59.331,0.0,0.0,33.32,15.71,2.2819614,0.0,0.0,2.563077,15.71,2.2819614,0.0,0.0,1.889
39923,2230.7712,2133.9602,2250.4712,586.0,197.0,922.234,4.455237,1.8415507,2.0,2133.9602,2250.4712,1090.0122,2385.1165,1268.4257,40,546,0,0,0,35,172,0,0,0,77.421,844.813,0.0,0.0,0.0,2.2120285,4.9117036,0.0,0.0,0.0,1.9889429,1.8115581,0.0,0.0,0.0
52517,224.4751,224.4751,224.4751,382.0,147.0,725.653,4.936415,1.9909184,1.0,1564.6328,4419.8076,2794.456,224.4751,1896.4346,0,0,0,382,0,0,0,0,147,0,0.0,0.0,0.0,725.653,0.0,0.0,0.0,0.0,4.936415,0.0,0.0,0.0,0.0,1.9909184,0.0
50687,2780.8308,1897.4639,2817.6714,845.0,332.0,2453.713,5.8983483,3.578988,3.0,2817.6714,2788.1318,1897.4639,2650.4758,2014.7683,612,221,12,0,0,259,145,12,0,0,1619.798,812.538,21.377,0.0,0.0,6.2540464,5.60371,1.7814167,0.0,0.0,3.0515096,4.669938,1.7814167,0.0,0.0
28341,647.2846,647.2846,647.2846,16.0,12.0,156.547,13.045584,10.922083,1.0,647.2846,3238.7454,1613.8829,1165.9185,692.86676,16,0,0,0,0,12,0,0,0,0,156.547,0.0,0.0,0.0,0.0,13.045584,0.0,0.0,0.0,0.0,10.922083,0.0,0.0,0.0,0.0
5773,2598.1125,1601.2898,3187.4937,4017.0,443.0,8503.255,13.737084,3.187386,2.0,3187.4937,1601.2898,1603.8873,3631.279,2295.758,2976,1041,0,0,0,389,230,0,0,0,6527.748,1975.507,0.0,0.0,0.0,16.780844,8.589161,0.0,0.0,0.0,3.7748508,2.1938043,0.0,0.0,0.0
56227,649.03564,391.52173,3090.2676,826.0,246.0,1475.795,5.6328053,2.3576565,2.0,3090.2676,391.52173,1395.7225,4034.6753,2318.9985,29,797,0,0,0,25,237,0,0,0,89.886,1385.909,0.0,0.0,0.0,3.59544,5.8477173,0.0,0.0,0.0,3.43728,2.2437723,0.0,0.0,0.0
21312,1005.14795,222.05984,1082.9988,463.0,182.0,1134.841,6.0363884,2.6541116,2.0,1082.9988,2326.7808,703.0731,2020.7815,222.05984,445,0,0,0,18,171,0,0,0,17,1095.415,0.0,0.0,0.0,39.426,6.405936,0.0,0.0,0.0,2.3191764,2.7019708,0.0,0.0,0.0,2.172706
26873,668.17487,535.994,818.3804,60.0,44.0,99.201,2.1106596,1.7846383,2.0,818.3804,3052.7058,1425.7533,1283.9929,535.994,28,0,0,0,32,22,0,0,0,25,48.234,0.0,0.0,0.0,50.967,2.1924546,0.0,0.0,0.0,2.03868,1.7065455,0.0,0.0,0.0,1.85336
3399,2740.7014,1448.6898,2801.7124,5566.0,661.0,13970.781,20.015446,3.97248,4.0,2801.7124,1448.6898,1827.8656,4239.569,2457.4172,5515,17,22,0,12,653,15,19,0,11,13843.678,47.372,53.171,0.0,26.56,21.200119,3.1581333,2.7984736,0.0,2.4145455,4.0771055,2.6878,2.3526316,0.0,2.3112726
24461,2896.126,2896.126,2896.126,906.0,339.0,2458.114,7.251074,3.3969705,1.0,2896.126,361.19818,1276.9916,3967.928,2191.3157,906,0,0,0,0,339,0,0,0,0,2458.114,0.0,0.0,0.0,0.0,7.251074,0.0,0.0,0.0,0.0,3.3969705,0.0,0.0,0.0,0.0
34610,2762.0466,1955.025,2877.7822,4351.0,533.0,12565.159,21.296879,3.2488983,2.0,1955.025,2877.7822,1516.4609,1810.532,1248.6224,100,4251,0,0,0,74,516,0,0,0,346.887,12218.272,0.0,0.0,0.0,4.687662,23.678822,0.0,0.0,0.0,3.6696892,3.1885524,0.0,0.0,0.0
28835,744.223,591.9807,3177.9106,1517.0,505.0,4465.981,8.134756,3.2413023,3.0,591.9807,3177.9106,1555.7451,1245.084,631.5656,1459,36,0,0,22,496,32,0,0,21,4337.054,63.511,0.0,0.0,65.416,8.7440605,1.9847188,0.0,0.0,3.1150477,3.3492842,1.7239375,0.0,0.0,3.0030477
17328,1867.5516,1092.8346,2713.3794,7450.0,954.0,15129.817,11.350201,2.7995865,3.0,2713.3794,1395.2041,1092.8346,3299.9556,1830.1361,1302,6115,33,0,0,485,816,32,0,0,3081.625,11989.39,58.802,0.0,0.0,6.353866,14.69288,1.8375624,0.0,0.0,2.9457939,2.7522464,1.7908125,0.0,0.0
28936,4993.043,4810.5044,8035.351,135.0,103.0,434.877,4.102613,2.9989245,2.0,4810.5044,8035.351,6425.016,3928.3977,5500.585,129,6,0,0,0,100,6,0,0,0,423.069,11.808,0.0,0.0,0.0,4.23069,1.968,0.0,0.0,0.0,3.06078,1.968,0.0,0.0,0.0
29263,296.3747,159.47322,1816.3237,370.0,171.0,784.15,4.430226,2.6168644,3.0,1816.3237,1488.4154,159.47322,2843.3425,1058.1681,5,12,353,0,0,5,12,160,0,0,14.772,112.215,657.163,0.0,0.0,2.9544,9.35125,4.107269,0.0,0.0,2.9544,9.35125,2.1012375,0.0,0.0
20655,1496.2634,751.4521,3570.7104,5130.0,928.0,16653.045,14.750261,4.345899,5.0,1241.8905,3570.7104,1963.4585,751.4521,1139.054,4796,190,39,80,25,884,127,33,61,24,15839.756,447.517,86.767,222.049,56.956,17.918276,3.5237558,2.629303,3.6401474,2.3731666,4.834544,2.6084409,2.3699696,2.7432294,2.331875
8911,93.05044,93.05044,93.05044,125.0,39.0,299.35,7.675641,2.5366924,1.0,3342.1812,93.05044,1718.7828,4403.946,2637.1074,0,125,0,0,0,0,39,0,0,0,0.0,299.35,0.0,0.0,0.0,0.0,7.675641,0.0,0.0,0.0,0.0,2.5366924,0.0,0.0,0.0
47151,1797.7113,1399.1053,1908.7515,234.0,174.0,610.39,3.41,2.7811284,2.0,2814.8967,1908.7515,1399.1053,3130.8289,1923.1218,0,192,42,0,0,0,140,39,0,0,0.0,516.355,94.035,0.0,0.0,0.0,3.68825,2.4111538,0.0,0.0,0.0,2.9153142,2.2994359,0.0,0.0
49101,1760.9337,1414.4666,3353.1592,762.0,314.0,1763.369,4.7787776,2.7824633,4.0,1920.8551,3353.1592,1908.8315,1394.0232,1414.4666,521,2,9,0,230,237,2,8,0,122,1314.77,14.0,18.939,0.0,415.66,5.5475526,7.0,2.367375,0.0,3.4070492,3.241422,7.0,2.21925,0.0,1.8586721
1402,812.6676,360.59167,1936.7482,212.0,128.0,421.036,3.263845,2.083465,2.0,1936.7482,4490.1333,2893.2874,360.59167,2062.412,58,0,0,154,0,37,0,0,92,0,146.823,0.0,0.0,274.213,0.0,3.9681892,0.0,0.0,2.980576,0.0,2.8435404,0.0,0.0,1.7777826,0.0
1506,1348.8859,879.60864,2857.4807,1034.0,323.0,2960.301,7.4755077,3.9478106,3.0,2857.4807,879.60864,1554.986,4160.092,2341.5073,100,905,0,0,29,74,295,0,0,27,332.727,2554.432,0.0,0.0,73.142,4.4963107,8.659092,0.0,0.0,2.708963,3.0145404,4.3123965,0.0,0.0,2.5222223
15276,1155.015,1155.015,1155.015,1.0,1.0,4.431,4.431,4.431,1.0,1155.015,4075.7212,2448.6956,472.5883,1533.4019,1,0,0,0,0,1,0,0,0,0,4.431,0.0,0.0,0.0,0.0,4.431,0.0,0.0,0.0,0.0,4.431,0.0,0.0,0.0,0.0
60350,2341.6826,2341.6826,2341.6826,171.0,124.0,377.481,3.0442016,2.2427742,1.0,2341.6826,4574.3066,3036.4587,861.9954,2298.3167,171,0,0,0,0,124,0,0,0,0,377.481,0.0,0.0,0.0,0.0,3.0442016,0.0,0.0,0.0,0.0,2.2427742,0.0,0.0,0.0,0.0
3361,2990.03,1255.1866,3197.1755,92.0,72.0,457.701,6.10268,5.4925866,2.0,1255.1866,3197.1755,1608.097,1143.3584,869.1531,10,82,0,0,0,8,67,0,0,0,223.189,234.512,0.0,0.0,0.0,27.898624,3.500179,0.0,0.0,0.0,27.645,2.8475225,0.0,0.0,0.0
43469,2270.5085,2270.5085,2270.5085,123.0,92.0,853.335,9.27538,8.040892,1.0,2270.5085,2475.4844,1353.063,2339.6245,1439.7997,123,0,0,0,0,92,0,0,0,0,853.335,0.0,0.0,0.0,0.0,9.27538,0.0,0.0,0.0,0.0,8.040892,0.0,0.0,0.0,0.0
51097,3761.771,3708.1748,6687.75,4956.0,567.0,11728.581,20.36212,3.2619324,3.0,3708.1748,6687.75,5358.6562,4066.723,4602.276,4943,10,0,3,0,563,10,0,3,0,11710.193,14.552,0.0,3.836,0.0,20.799633,1.4552,0.0,1.2786666,0.0,3.3045914,1.4552,0.0,1.2786666,0.0
3158,2492.7344,2175.57,4413.341,735.0,349.0,1970.574,5.17211,2.9058006,2.0,2175.57,4413.341,2866.8926,743.779,2122.3223,677,58,0,0,0,327,54,0,0,0,1800.385,170.189,0.0,0.0,0.0,5.5057645,3.151648,0.0,0.0,0.0,2.8841345,3.037,0.0,0.0,0.0
38839,2484.9355,1793.6152,3967.4338,1469.0,414.0,3512.544,6.445035,3.0012202,3.0,2465.7012,1793.6152,1770.461,3967.4338,2243.985,1217,171,0,81,0,373,114,0,58,0,2984.78,391.613,0.0,136.151,0.0,8.002091,3.435202,0.0,2.347431,0.0,3.389169,2.3208158,0.0,1.8436552,0.0
39558,2037.0195,1782.3127,3082.5498,3286.0,538.0,6885.386,10.877387,2.854943,2.0,1782.3127,3082.5498,1629.9541,1518.7859,1183.013,3071,215,0,0,0,509,124,0,0,0,6408.627,476.759,0.0,0.0,0.0,12.590623,3.8448308,0.0,0.0,0.0,2.941387,2.500105,0.0,0.0,0.0
14018,1731.255,1731.255,1731.255,467.0,258.0,1731.507,6.7112675,4.8525853,1.0,1731.255,1757.9763,249.45117,2556.0173,871.10376,467,0,0,0,0,258,0,0,0,0,1731.507,0.0,0.0,0.0,0.0,6.7112675,0.0,0.0,0.0,0.0,4.8525853,0.0,0.0,0.0,0.0
12605,674.61847,426.7453,3246.4949,678.0,276.0,1609.822,5.312944,2.8335347,3.0,426.7453,3246.4949,1637.6868,1281.0233,719.09534,636,29,0,13,0,268,23,0,12,0,1527.977,61.088,0.0,20.757,0.0,5.701407,2.656,0.0,1.72975,0.0,2.9606829,1.9700434,0.0,1.6489167,0.0
42859,2330.3643,2327.7822,2348.514,466.0,255.0,1696.51,6.2143226,3.7639303,2.0,2327.7822,2348.514,1295.3495,2466.4683,1475.1204,429,37,0,0,0,239,34,0,0,0,1620.104,76.406,0.0,0.0,0.0,6.778678,2.2472353,0.0,0.0,0.0,4.009247,2.0395,0.0,0.0,0.0
54723,2742.2075,1001.8856,2911.9949,114.0,84.0,573.091,6.3676777,5.9458556,2.0,2911.9949,1001.8856,1674.811,4249.0664,2433.4907,106,8,0,0,0,82,8,0,0,0,559.449,13.642,0.0,0.0,0.0,6.822549,1.70525,0.0,0.0,0.0,6.3595734,1.70525,0.0,0.0,0.0
10636,2024.5437,1469.9045,2838.6108,201.0,147.0,801.165,5.2363725,4.5376534,2.0,2838.6108,1469.9045,1871.5968,4280.432,2499.808,79,122,0,0,0,62,91,0,0,0,378.616,422.549,0.0,0.0,0.0,6.1067095,4.6433954,0.0,0.0,0.0,5.273403,4.0363736,0.0,0.0,0.0
6534,1071.8507,723.7382,2019.7946,2319.0,463.0,4619.526,7.93733,2.3243315,3.0,1909.8721,2019.7946,723.7382,2409.6836,1017.80426,9,232,2078,0,0,8,149,425,0,0,22.986,692.993,3903.547,0.0,0.0,2.87325,4.65096,9.184816,0.0,0.0,2.72325,2.9306443,2.1042564,0.0,0.0
57825,1952.4587,1609.9799,3748.8499,1290.0,351.0,3678.129,7.809191,3.0074098,3.0,1609.9799,3748.8499,2180.513,742.0036,1434.012,568,18,704,0,0,235,17,219,0,0,1871.964,52.062,1754.103,0.0,0.0,7.965804,3.0624707,8.009603,0.0,0.0,3.7347531,2.9369411,2.2323973,0.0,0.0
11336,869.8481,869.8481,869.8481,353.0,96.0,475.221,4.9502187,1.5341771,1.0,1879.3241,3870.4097,2340.9446,869.8481,1653.7515,0,0,0,353,0,0,0,0,96,0,0.0,0.0,0.0,475.221,0.0,0.0,0.0,0.0,4.9502187,0.0,0.0,0.0,0.0,1.5341771,0.0
32326,1997.2291,1588.125,4027.214,408.0,196.0,1126.897,4.1736927,2.8009222,5.0,2562.9548,1588.125,1710.597,4027.214,2267.1338,87,124,176,18,3,63,85,105,14,3,281.856,389.257,418.422,31.539,5.823,4.4739046,4.579494,3.9849715,2.2527857,1.941,3.4146507,2.8813176,2.530638,1.7624285,1.941
27697,1939.4286,1016.76215,3554.095,417.0,206.0,1002.392,4.1421156,2.6718884,2.0,3554.095,1016.76215,1841.1884,4256.767,2705.0637,108,309,0,0,0,88,154,0,0,0,365.999,636.393,0.0,0.0,0.0,4.1590796,4.132422,0.0,0.0,0.0,3.4801364,2.2100325,0.0,0.0,0.0
13182,6455.571,3585.113,6690.6514,601.0,239.0,1391.636,5.5443664,3.0031157,2.0,6690.6514,3585.113,5193.402,7886.616,6091.067,581,20,0,0,0,232,19,0,0,0,1319.837,71.799,0.0,0.0,0.0,5.6889524,3.7788947,0.0,0.0,0.0,2.9476984,3.6797895,0.0,0.0,0.0
29178,1726.5625,1687.8184,3754.1724,726.0,317.0,1618.698,5.058431,2.6407032,2.0,1687.8184,3754.1724,2199.5784,802.1923,1478.5266,718,8,0,0,0,314,6,0,0,0,1590.506,28.192,0.0,0.0,0.0,5.0653057,4.6986666,0.0,0.0,0.0,2.6095033,4.2735,0.0,0.0,0.0
46758,1610.4027,1610.4027,1610.4027,25.0,23.0,67.348,2.928174,2.632826,1.0,1610.4027,3776.685,2205.6726,711.01855,1452.0446,25,0,0,0,0,23,0,0,0,0,67.348,0.0,0.0,0.0,0.0,2.928174,0.0,0.0,0.0,0.0,2.632826,0.0,0.0,0.0,0.0
6289,2171.481,2159.0151,2221.3442,11.0,10.0,22.067,2.2067,2.0864,2.0,1715.3574,2159.0151,725.4888,2221.3442,828.32007,0,9,0,2,0,0,8,0,2,0,0.0,20.133,0.0,1.934,0.0,0.0,2.516625,0.0,0.967,0.0,0.0,2.36625,0.0,0.967,0.0
31674,1214.9802,171.25894,1857.404,5088.0,508.0,10496.765,12.051394,3.7341459,3.0,1857.404,1560.9653,171.25894,2750.7124,1029.0544,858,2074,2156,0,0,282,312,277,0,0,2911.934,3881.1409,3703.69,0.0,0.0,10.326007,12.439554,13.370722,0.0,0.0,6.510436,2.6485,2.1305633,0.0,0.0
419,1494.4183,848.12994,1865.76,5175.0,610.0,11171.284,16.55005,4.653871,3.0,1505.2402,1865.76,848.12994,2897.992,1139.0385,5067,54,54,0,0,588,49,38,0,0,10911.243,139.914,120.127,0.0,0.0,18.556536,2.8553877,3.1612368,0.0,0.0,4.9913077,2.5250204,2.177579,0.0,0.0
13835,1306.039,273.92987,1650.1896,987.0,323.0,2587.267,5.9340987,2.7516284,3.0,1615.5258,1650.1896,273.92987,2743.4368,928.0853,720,73,194,0,0,279,55,102,0,0,2002.598,163.397,421.272,0.0,0.0,7.1777706,2.9708545,4.1301174,0.0,0.0,3.0624158,2.2741454,2.159,0.0,0.0
14314,2744.9448,2104.27,2794.2544,1221.0,377.0,3320.707,8.343485,3.516706,3.0,2794.2544,3297.896,2220.7253,2313.4275,2104.27,1165,0,50,0,6,365,0,27,0,6,3235.505,0.0,73.037,0.0,12.165,8.864397,0.0,2.705074,0.0,2.0275,3.661085,0.0,1.8958519,0.0,2.0275
38342,2434.707,2367.6316,2500.1465,781.0,324.0,1877.886,4.6367555,2.6851506,2.0,2500.1465,2367.6316,1424.3857,2598.4265,1646.8687,358,423,0,0,0,205,200,0,0,0,822.634,1055.252,0.0,0.0,0.0,4.012849,5.27626,0.0,0.0,0.0,2.646005,2.725275,0.0,0.0,0.0
